top row,Structure,Chemical Name,Minimum % Purity,Catalog Number,Structural Formula,Formula Weight,Availability,Price USD 10mg,Price USD 100mg,Price USD 250mg,Price USD    1g,Price USD    5g,Price USD    20g,Price USD    50g
156,,Sorafenib,97,FS200055,C21H16ClF3N4O3,464.83487,In Stock,195,695,1295,,,,
185,,"1,4-Dithia-8-aza-spiro[4.5]decane hydrochloride",95,FS001685,C7H14ClNS2,211.77733,In Stock,75,95,195,495,995,1995,
191,,"4,5-Dimethyl-1H-imidazole",95,FS001691,C5H8N2,96.13291,In Stock,95,195,395,895,2995,4995,
256,,Oseltamivir phosphate,97,FS200142,C16H31N2O8P,410.40787,In Stock,,,,800,,,
266,,Ramelteon,97,FS200152,C16H21NO2,259.35127,In Stock,950,,,,,,
275,,Taltirelin,97,FS200161,C17H23N7O5,405.41676,In Stock,95,195,395,1195,,,
395,,MODAFINIL,95,FS200043,C15H15NO2S,273.3563,In Stock,,295,695,1195,3990,5990,
405,,MITOXANTRONE HCl,95,FS200042,C22H29ClN4O6,480.95263,In Stock,195,595,695,850,,,
461,,"2-Phenoxymethyl-[1,3]dioxolane",95,FS000461,C10H12O3,180.20534,In Stock,,,,95,315,970,
462,,"2-(4-Bromo-phenoxymethyl)-[1,3]dioxolane",95,FS000462,C10H11BrO3,259.10137,In Stock,,,,95,450,1750,
463,,"2-(3-Bromo-phenoxymethyl)-[1,3]dioxolane",95,FS000463,C10H11BrO3,259.10137,In Stock,,,,95,450,1750,
464,,"2-(2-Bromo-phenoxymethyl)-[1,3]dioxolane",95,FS000464,C10H11BrO3,259.10137,In Stock,,,,95,450,1750,
465,,"2-(4-Methyl-phenoxymethyl)-[1,3]dioxolane",95,FS000465,C11H14O3,194.23243,In Stock,,,,95,450,1750,
466,,"2-m-Tolyloxymethyl-[1,3]dioxolane",95,FS000466,C11H14O3,194.23243,In Stock,,,,95,450,1750,2800
467,,"2-(2-Methyl-phenoxymethyl)-[1,3]dioxolane",95,FS000467,C11H14O3,194.23243,In Stock,,,,95,450,1750,
468,,"2-(4-Fluoro-phenoxymethyl)-[1,3]dioxolane",95,FS000468,C10H11FO3,198.19577,In Stock,,,,95,450,1750,
469,,"2-(3-Fluoro-phenoxymethyl)-[1,3]dioxolane",95,FS000469,C10H11FO3,198.19577,In Stock,,,,95,450,1750,
470,,"2-(2-Fluoro-phenoxymethyl)-[1,3]dioxolane",95,FS000470,C10H11FO3,198.19577,In Stock,,,,95,450,1750,
471,,"2-([1,3]Dioxolan-2-ylmethoxy)-benzaldehyde",95,FS000471,C11H12O4,208.21589,In Stock,,,,95,450,1750,
472,,"3-([1,3]Dioxolan-2-ylmethoxy)-benzaldehyde",95,FS000472,C11H12O4,208.21589,In Stock,,,,95,450,1750,
473,,"2-(4-Nitro-phenoxymethyl)-[1,3]dioxolane",95,FS000473,C10H11NO5,225.20287,In Stock,,,,95,450,1750,
474,,"2-(3-Methoxy-phenoxymethyl)-[1,3]dioxolane",95,FS000474,C11H14O4,210.23183,In Stock,,,,95,450,1750,
476,,"Ethyl-3-([1,3]dioxolan-2-ylmethoxy)-benzoate",95,FS000476,C13H16O5,252.26947,In Stock,,,,95,450,1750,
494,,"1-(2,2-Dimethoxy-ethoxy)-4-methyl-benzene",95,FS000512,C11H16O3,196.24837,In Stock,,,,950,1350,2250,3600
499,,"Piperazin-1-yl-[4-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-phenyl]-methanone",95,FS000517,C17H25BN2O3,316.2114,In Stock,75,95,195,395,995,3295,
501,,"N-(2,2-Dimethoxy-ethyl)-4-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-benzamide",95,FS000519,C17H26BNO5,335.21147,In Stock,,,95,165,515,2015,
512,,"[3-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)-phenoxy]-acetic acid ethyl ester",95,FS000530,C16H23BO5,306.16971,In Stock,75,145,295,495,1995,,
513,,"2-[3-([1,3]Dioxolan-2-ylmethoxy)-phenyl]-4,4,5,5-tetramethyl-[1,3,2]dioxaborolane",95,FS000531,C16H23BO5,306.16971,In Stock,75,95,145,295,995,2495,
520,,"[4-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)-pyrazol-1-yl]-acetic acid ethyl ester",95,FS000538,C13H21BN2O4,280.13432,In Stock,,,,495,1995,2995,
521,,"1-[1,3]Dioxolan-2-ylmethyl-4-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-1H-pyrazole",95,FS000539,C13H21BN2O4,280.13432,In Stock,80,95,145,395,1495,3995,
522,,"4-{2-[4-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)-pyrazol-1-yl]-ethyl}-morpholine",95,FS000540,C15H26BN3O3,307.20377,In Stock,75,95,195,495,2195,3495,
523,,"4-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)-1-thiophen-2-ylmethyl-1H-pyrazole",95,FS000541,C14H19BN2O2S,290.19473,In Stock,95,195,295,495,1995,3495,
526,,"3-[4-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)-pyrazol-1-ylmethyl]-pyridine",95,FS000544,C15H20BN3O2,285.15655,In Stock,95,195,395,950,1995,3495,
527,,"2-[4-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)-pyrazol-1-ylmethyl]-pyridine",95,FS000545,C15H20BN3O2,285.15655,In Stock,95,195,295,495,1995,3995,
552,,4-Aminomethylpiperidine,95,FS000601,C6H14N2,114.19188,In Stock,,,,,95,165,264
553,,N-Acetyl-D-alanine,95,FS000602,C5H9NO3,131.13238,In Stock,,,,95,,,
554,,3-Iodobenzyl alcohol,95,FS000603,C7H7IO,234.03764,In Stock,,,,95,100,,
559,,4-Pentyne-1-ol,95,FS000608,C5H8O,84.11891,In Stock,,,,,95,145,
561,,4-Bromophenethylamine,95,FS000610,C8H10BrN,200.0796,In Stock,,,,95,120,,
562,,8-Bromooctanol,95,FS000611,C8H17BrO,209.12809,In Stock,,,,,,,
563,,4-Bromophenethyl alcohol,95,FS000612,C8H9BrO,201.06433,In Stock,,,,95,115,,
565,,2-Bromophenylethanol,95,FS000614,C8H9BrO,201.06433,In Stock,,,,95,,,
573,,"7-Bromo-pyrido[2,3-b]pyrazine",95,FS000622,C7H4BrN3,210.03403,In Stock,75,95,195,495,1950,3450,
577,,"6-Bromo-4H-imidazo[4,5-b]pyridine",95,FS000626,C6H4BrN3,198.02288,In Stock,75,95,195,495,1995,3995,
578,,"6-Bromo-2-methyl-4H-imidazo[4,5-b]pyridine",95,FS000627,C7H6BrN3,212.04997,In Stock,95,195,245,495,2295,3995,6392
588,,"1-Bromo-2-(2,2-diethoxy-ethylsulfanyl)-benzene",95,FS000637,C12H17BrO2S,305.23609,In Stock,,,,95,360,1215,
612,,4-Bromo-3-methyl-isothiazol-5-ylamine,95,FS000661,C4H5BrN2S,193.06585,In Stock,75,95,195,495,1995,3995,
614,,"3H-Imidazo[4,5-b]pyridine",95,FS000663,C6H5N3,119.12685,In Stock,95,195,295,895,2995,7995,
632,,"cis, trans, trans-3,5-Dioxa-bicyclo[5.1.0]octane-8-carboxylic acid ethyl ester",95,FS000681,C9H14O4,186.20953,In Stock,75,95,195,395,1950,,
634,,"6-Bromo-imidazo[1,2-a]pyridine",95,FS000683,C7H5BrN2,197.0353,In Stock,,75,95,295,1395,3495,
635,,"8-Bromo-imidazo[1,2-a]pyridine",95,FS000684,C7H5BrN2,197.0353,In Stock,75,145,245,495,1995,3495,
647,,5-Biphenyl-2-yl-2H-tetrazole,95,FS000696,C13H10N4,222.25145,In Stock,75,145,295,495,,,
662,,4-Iodo-N-(2-morpholin-4-yl-ethyl)-benzenesulfonamide,95,FS000711,C12H17IN2O3S,396.24929,In Stock,75,80,95,150,650,1950,
670,,4-(2-Bromo-phenyl)-oxazole,95,FS000719,C9H6BrNO,224.05827,In Stock,195,495,995,,,,
693,,"3,4-Bis-difluoromethoxy-benzaldehyde",95,FS000742,C9H6F4O3,238.13997,In Stock,,,,495,995,1900,3040
717,,2-Azetidin-1-yl-5-bromo-pyrimidine,95,FS000766,C7H8BrN3,214.06591,In Stock,,195,595,850,2995,7995,
719,,"[1,4]Diazocane-5,8-dione",95,FS000768,C6H10N2O2,142.1588,In Stock,75,145,295,495,1950,,
730,,2-methyl-3-fluoro-phenylboronic acid,95,FS000779,C7H8BFO2,153.95001,In Stock,95,195,295,495,1995,4995,
731,,2-(Trifluoromethyl)-3-fluoro-phenylboronic acid,95,FS000780,C7H5BF4O2,207.9213,In Stock,195,295,395,1095,2995,,
734,,"2,2-Difluoro-benzo[1,3]dioxole-4-boronic acid",95,FS000783,C7H5BF2O4,201.9233,In Stock,95,250,495,895,3995,6995,
739,,"2,6-Dimethyl-pyridine-3-boronic acid",90,FS000788,C7H10BNO2,150.97425,In Stock,95,295,495,850,2995,4995,
740,,3-(Trifluoromethyl)-5-fluoro-phenylboronic acid,95,FS002789,C7H5BF4O2,207.9213,In Stock,95,145,245,495,1495,2995,
741,,3-(Trifluoromethyl)-5-methyl-phenylboronic acid,95,FS000790,C8H8BF3O2,203.95796,In Stock,95,295,595,950,2495,3995,
742,,2-methoxy-4-methyl-pyridine-5-boronic acid,95,FS000791,C7H10BNO3,166.97365,In Stock,95,295,395,850,2995,4995,
750,,(3-Bromo-phenoxy)-difluoro-acetic acid ethyl ester,95,FS010799,C10H9BrF2O3,295.08223,In Stock,75,95,195,495,1495,2995,
788,,"1-(2,2-Dimethoxy-ethyl)-4-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-1H-pyrazole",95,FS010837,C13H23BN2O4,282.15026,In Stock,,,,995,2495,4995,
820,,4-Ethyl isatin,95,FS010869,C10H9NO2,175.18873,In Stock,75,85,135,395,1450,3550,
821,,6-Ethyl isatin,95,FS010870,C10H9NO2,175.18873,In Stock,75,85,135,395,1450,3550,
857,,N-Boc-3-Methylene-piperidine,95,FS010906,C11H19NO2,197.27958,In Stock,75,95,195,495,1995,3995,
950,,4-Bromo-3-trifluoromethyl-phenylamine,95,FS000998,C7H5BrF3N,240.0238,In Stock,,,,,95,115,184
1252,,4-Chloro-7-methoxy isatin,95,FS001000,C9H6ClNO3,211.60607,In Stock,75,85,145,295,1195,3995,
1263,,1-(2-Propenyl)-2-benzimidazolidinone,95,FS011310,C10H10N2O,174.204,In Stock,,,,95,155,515,824
1272,,"4-(6-Fluoro-1,2-benzisoxazol-3-yl)piperidine",95,FS011319,C12H13FN2O,220.24861,In Stock,75,95,145,295,950,1950,3120
1275,,1-Methyl-1-naphthalenemethylamine,95,FS011322,C12H13N,171.24411,In Stock,,,95,100,145,,
1276,,2-(2-Methoxyphenoxy)ethylamine,95,FS011323,C9H13NO2,167.20946,In Stock,,,95,115,395,1370,2192
1279,,4-Amino-2-methyl-5-propyl-2H-pyrazole-3-carboxylic acid amide,95,FS011326,C8H14N4O,182.22698,In Stock,,,,95,115,370,592
1280,,4-(2-Piperidin-1-yl-ethoxy)-benzoic acid hydrochloride,95,FS011327,C14H20ClNO3,285.7734,In Stock,,,,95,215,715,1144
1281,,2-(2-Ethoxy-phenoxy)-ethylamine,95,FS011328,C10H15NO2,181.23655,In Stock,,,,95,245,815,1304
1283,,"4-(2,2-Diethoxy-ethoxy)-benzonitrile",95,FS011330,C13H17NO3,235.28534,In Stock,75,80,95,195,850,,
1284,,"(6,7-Dihydro-4H-pyrano[4,3-d]thiazol-2-yl)-acetonitrile",95,FS011331,C8H8N2OS,180.22976,In Stock,95,190,305,870,3625,,
1285,,"4,5,6,7-Tetrahydro-thiazolo[5,4-c]pyridin-2-ylamine",95,FS011332,C6H9N3S,155.22273,In Stock,95,195,295,495,1995,3995,
1292,,"2-Methyl-[1,2,6]thiadiazinane 1,1-dioxide",95,FS011339,C4H10N2O2S,150.2005,In Stock,75,145,295,495,1995,3495,
1302,,"5-Bromo-1,1-(ethylenedithio)-indane",95,FS011349,C11H11BrS2,287.24232,In Stock,75,195,295,495,1900,,
1305,,"2-Bromo-1-(3,4-dihydro-2H-benzo[b][1,4]dioxepin-7-yl)-ethanone",95,FS011352,C11H11BrO3,271.11252,In Stock,,,95,115,,,
1306,,2- Heptyn-1-ol,95,FS011353,C7H12O,112.17309,In Stock,,,,,95,,
1307,,4-Cyclohexylphenylglyoxal hydrate,95,FS011354,C14H18O3,234.29776,In Stock,,,95,130,,,
1308,,2-Amino-4-phenylthiazole,95,FS011355,C9H8N2S,176.24151,In Stock,,,,95,,,
1310,,Cyclodecanol,95,FS011357,C10H20O,156.2703,In Stock,,,95,,,,
1313,,3-Acetoxybenzaldehyde,95,FS011360,C9H8O3,164.16231,In Stock,,,,95,145,,
1314,,3-Pyridylcarbinol,95,FS011361,C6H7NO,109.12879,In Stock,,,,,95,,
1318,,Thiophene-3-carbonitrile,95,FS011365,C5H3NS,109.15036,In Stock,,,,95,,,
1319,,"2-Chloro-N,N-diethylacetamide",95,FS011366,C6H12ClNO,149.62164,In Stock,,,,,95,,
1320,,2-Chloro-4-fluoroiodobenzene,95,FS011367,C6H3ClFI,256.44661,In Stock,,,,,95,,
1321,,"2,2'-Bithiophene-5-carboxaldehyde",95,FS011368,C9H6OS2,194.27557,In Stock,,,,95,195,,
1322,,2-(2-Hydroxyethyl)-pyridine,95,FS011369,C7H9NO,123.15588,In Stock,,,,95,,,
1323,,2-(2-Thienyl)-ethanol,95,FS011370,C6H8OS,128.19406,In Stock,,,,,95,,
1324,,5-Bromoacetyl-3-phenylisoxazole,95,FS011371,C11H8BrNO2,266.09591,In Stock,,,95,115,,,
1326,,5-(2-Nitrophenyl)-2-furaldehyde,95,FS011373,C11H7NO4,217.18274,In Stock,,,,95,,,
1328,,Thiophene-3-methanol,95,FS011375,C5H6OS,114.16697,In Stock,,,,95,195,395,632
1329,,2-Bromo-5-chloro-phenylacetic acid,95,FS011376,C8H6BrClO2,249.49282,In Stock,,,,95,215,615,
1330,,2-Iodobenzonitrile,95,FS011377,C7H4IN,229.02103,In Stock,,,,95,115,,
1331,,1-Bromo-4-chloro-2-nitrobenzene,95,FS011378,C6H3BrClNO2,236.45331,In Stock,,,,,95,,
1335,,3-{5-[(Fluoren-9-ylmethoxy)carbonylamino]pentyloxy}benzoic acid,95,FS011382,C27H27NO5,445.51994,In Stock,,,95,115,465,,
1336,,(S)-N-Boc-3-Bromophenylalanine,95,FS011383,C14H18BrNO4,344.20786,In Stock,,,,95,,,
1337,,(6-Chloro-pyridin-3-yl)-acetic acid,95,FS011384,C7H6ClNO2,171.58437,In Stock,,,,95,215,415,664
1338,,6-Bromohexanoic acid ethyl ester,95,FS011385,C8H15BrO2,223.11155,In Stock,,,,,95,,
1353,,"3-Cyclopropyl-1,3-dihydro-imidazo[4,5-b]pyridin-2-one",95,FS011399,C9H9N3O,175.19158,In Stock,95,195,395,895,2995,6995,
1366,,(6-Chloro-pyridin-3-yl)-acetonitrile,95,FS011412,C7H5ClN2,152.5843,In Stock,,,95,115,415,1090,1744
1370,,(1-Oxy-pyridin-3-yl)-acetonitrile,95,FS011416,C7H6N2O,134.13867,In Stock,75,95,195,295,1350,3950,
1375,,(6-Bromo-pyridin-2-yl)-acetonitrile,95,FS011421,C7H5BrN2,197.0353,In Stock,95,195,295,495,1995,3995,
1379,,"6-Bromo-imidazo[1,2-a]pyridine-2-carboxylic acid",95,FS011425,C8H5BrN2O2,241.04525,In Stock,,,,295,950,2950,
1381,,2'-Trifluoromethyl-biphenyl-4-carbaldehyde,95,FS011427,C14H9F3O,250.22243,In Stock,,,95,230,,,
1384,,2-Thiazol-2-yl-benzaldehyde,95,FS011430,C10H7NOS,189.23739,In Stock,,,,190,850,2850,
1386,,1-Boc-5-Bromo-3-iodo-indole,95,FS011432,C13H13BrINO2,422.06246,In Stock,95,100,115,155,610,1370,
1401,,2-Bromo-1-(2-fluoro-ethoxy)-4-nitro-benzene,95,FS011447,C8H7BrFNO3,264.05229,In Stock,95,195,295,495,1995,3995,
1405,,4-Aminomethyl-benzonitrile; hydrochloride,95,FS011451,C8H9ClN2,168.62733,In Stock,,,95,110,,,
1406,,4-(hydroxymethyl)phenylboronic acid,95,FS011452,C7H9BO3,151.95898,In Stock,,,,95,140,,
1408,,Benzo[b]thiophene-3-boronic acid,95,FS011454,C8H7BO2S,178.01879,In Stock,,,,95,315,1015,
1409,,4-propoxybenzeneboronic acid,95,FS011455,C9H13BO3,180.01316,In Stock,,,,95,,,
1410,,"3,4-dimethoxybenzeneboronic acid",95,FS011456,C8H11BO4,181.98547,In Stock,,,,95,,,
1411,,4-Benzyloxycarbonylamino-benzeneboronic acid,95,FS011457,C14H14BNO4,271.08298,In Stock,,,,95,,,
1412,,3-propoxybenzeneboronic acid,95,FS011458,C9H13BO3,180.01316,In Stock,,,,95,,,
1414,,1-Methyl-1H-indole-5-boronic acid,95,FS011460,C9H10BNO2,174.99655,In Stock,,75,115,395,995,,
1415,,Azonane,95,FS011461,C8H17N,127.23139,In Stock,,,,95,,,
1444,,3-[5-(2-trifluoromethoxyphenyl)2-furyl)propenoic acid,95,FS000906,C14H9F3O4,298.22063,In Stock,,100,200,,,,
1445,,"1-(3,4-Dichlorophenyl)-2-thiourea",95,FS000908,C7H6Cl2N2S,221.10927,In Stock,,,,,95,120,
4039174,,6-Bromohexanenitrile,95,FS000800,C6H10BrN,176.0573,In Stock,,,,95,,,
4039175,,3-bromo-4-methoxy-phenyl acetic acid,95,FS000801,C9H9BrO3,245.07428,In Stock,,,,95,,,
4039176,,N-(6-bromohexyl)phthalimide,95,FS000802,C14H16BrNO2,310.19312,In Stock,,,,95,,,
4039177,,N-(5-Bromopentyl)phthalimide,95,FS000803,C13H14BrNO2,296.16603,In Stock,,,,95,,,
4039178,,4-Acetamido-3-bromoacetophenone,95,FS000804,C10H10BrNO2,256.1007,In Stock,,,,95,,,
4039179,,(R)-2-Butylsuccinic acid-1-methyl ester,95,FS000805,C9H16O4,188.22547,In Stock,,75,95,295,,,
4039181,,Methyl 2-(chlorosulfonyl)benzoate,93,FS000807,C8H7ClO4S,234.65959,In Stock,,,,,95,,
4039184,,Alpha-bromo-m-toluonitrile,95,FS000810,C8H6BrN,196.04772,In Stock,,,,,95,,
4039186,,3-Bromophenylacetic acid,95,FS000812,C8H7BrO2,215.04779,In Stock,,,,,95,,
4039188,,3-Aminopyrazole,95,FS000814,C3H5N3,83.0934,In Stock,,,,95,115,,
4039189,,N-(2-Bromoethyl)-phthalimide,95,FS000815,C10H8BrNO2,254.08476,In Stock,,,,95,,,
4039191,,Ethyl isonipecotate,95,FS000817,C8H15NO2,157.21425,In Stock,,,,,95,,
4039192,,2-(2-METHYLAMINOETHYL)PYRIDINE,95,FS000818,C8H12N2,136.19824,In Stock,,,,,95,105,
4039193,,5-FORMYLSALICYLIC ACID,95,FS000819,C8H6O4,166.13462,In Stock,,,,95,,,
4039194,,2-BROMOBENZAMIDE,95,FS000820,C7H6BrNO,200.03597,In Stock,,,,,95,,
4039198,,L-Phenylalanine methyl ester hydrochloride,95,FS000824,C10H14ClNO2,215.68158,In Stock,,,,,95,,
4039200,,2-Bromobenzylamine hydrochloride,95,FS000826,C7H9BrClN,222.51348,In Stock,,,,,95,,
4039201,,L-Leucinamide hydrochloride,95,FS000827,C6H15ClN2O,166.65225,In Stock,,,,,95,180,
4039202,,Diethyl 2-(p-tolyl)malonate,95,FS000828,C14H18O4,250.29716,In Stock,,,,95,,,
4039203,,Ethyl 5-bromo-2-chlorobenzoate,95,FS000829,C9H8BrClO2,263.51991,In Stock,,,,,95,125,
4039204,,2-(2-(Benzyloxy)phenyl)acetonitrile,95,FS000830,C15H13NO,223.27696,In Stock,,,,95,,,
4039207,,2-Bromo-4-methylacetanilide,95,FS000833,C9H10BrNO,228.09015,In Stock,,,,95,,,
4039209,,Ethyl 5-methylindole-2-carboxylate,95,FS000835,C12H13NO2,203.24291,In Stock,,,,95,,,
4039210,,4-Iodo-3-nitroanisole,95,FS000836,C7H6INO3,279.03517,In Stock,,,,95,,,
4039211,,4-Iodo-3-nitrotoluene,95,FS000837,C7H6INO2,263.03577,In Stock,,,,,95,,
4039212,,4-Benzylthiosemicarbazone,95,FS000838,C8H11N3S,181.26097,In Stock,,,,95,,,
4039215,,3-Carboxyphenylboronic acid,95,FS000841,C7H7BO4,165.94244,In Stock,,,,95,,,
4039217,,3-Phenyl-2-propyn-1-ol,95,FS000843,C9H8O,132.16351,In Stock,,,,95,,,
4039218,,3-Ethylphenyl isothiocyanate,95,FS000844,C9H9NS,163.24278,In Stock,,,,95,,,
4039219,,5-Octyn-3-ol,95,FS000845,C8H14O,126.20018,In Stock,,,95,,,,
4039220,,Phenelzine sulfate salt,95,FS000846,C8H14N2O4S,234.27578,In Stock,,,,95,,,
4039222,,2-Bromo-3'-chloro-4'methyl propiophenone,95,FS000848,C10H10BrClO,261.5476,In Stock,,,,95,145,,
4039223,,2-Amino-3-bromo-5-methylbenzoic acid,95,FS000849,C8H8BrNO2,230.06246,In Stock,,,,95,,,
4039224,,3-Bromothiophene-2-carboxylic acid,95,FS000850,C5H3BrO2S,207.04646,In Stock,,,,95,,,
4039225,,2-(4-Methoxyphenoxy)thioacetamide,95,FS000851,C9H11NO2S,197.25752,In Stock,,,,95,,,
4039226,,"2-(4-(1,3-dithiolan-2-yl)phenoxy)ethanethioamide",95,FS000852,C11H13NOS3,271.42436,In Stock,,,95,,,,
4039228,,2-(4-t-Butylphenoxy)thioacetamide,95,FS000854,C12H17NOS,223.33939,In Stock,,,,95,,,
4039230,,3-(3-Methylphenyl)propionic acid,95,FS000856,C10H12O2,164.20594,In Stock,,,,95,,,
4039231,,4-(2-Furfuryl)-3-thiosemicarbazide,95,FS000857,C6H9N3OS,171.22213,In Stock,,,,95,,,
4039232,,(R)-(-)-mandelic acid ethyl ester,95,FS000858,C10H12O3,180.20534,In Stock,,,,95,,,
4039233,,N-(4-amino-5-methoxy-2-methylphenyl)benzamide,95,FS000859,C15H16N2O2,256.30697,In Stock,,,,,95,270,
4039234,,(R)-(+)-1-(4-Bromophenyl)ethylamine,95,FS000860,C8H10BrN,200.0796,In Stock,,,,95,445,1295,
4039235,,"Benzo-2,1,3-thiadiazole-4-sulphonyl chloride",95,FS000861,C6H3ClN2O2S2,234.68401,In Stock,,75,95,115,,,
4039236,,4-Methylphenoxyacetonitrile,95,FS000862,C9H9NO,147.17818,In Stock,,,,95,,,
4039237,,2-Bromo-5-iodobenzoic acid,95,FS000863,C7H4BrIO2,326.91713,In Stock,,,,95,,,
4039238,,6-Bromoquinaldine,95,FS000864,C10H8BrN,222.08596,In Stock,,,,95,,,
4039239,,Ethyl 4-[(Hydrazinocarbothioyl)amino]benzoate,95,FS000865,C10H13N3O2S,239.29801,In Stock,,,,95,,,
4039240,,"4-Propargyl thiomorpholine-1,1-dioxide",95,FS000866,C7H11NO2S,173.23522,In Stock,,75,80,95,395,995,
4039241,,2-Phenoxythioacetamide,95,FS000867,C8H9NOS,167.23103,In Stock,,,,95,,,
4039243,,"3-(1,1,2,2-Tetrafluoroethoxy)benzoic acid",95,FS000869,C9H6F4O3,238.13997,In Stock,,,,95,,,
4039244,,3-Methoxyphenylboronic acid,95,FS000870,C7H9BO3,151.95898,In Stock,,,,95,,,
4039245,,2-Bromobenzene-1-sulfonamide,95,FS000871,C6H6BrNO2S,236.08822,In Stock,,,,95,,,
4039247,,"2-(2-Bromophenyl)indane-1,3-dione",95,FS000873,C15H9BrO2,301.14178,In Stock,,,95,,,,
4039248,,"2,3-Pyrazinecarboxylic anhydride",95,FS000874,C6H2N2O3,150.09444,In Stock,,,,95,320,,
4039249,,3-Chloro-4-(trifluoromethylthio)aniline,95,FS000875,C7H5ClF3NS,227.6368,In Stock,,,,95,,,
